"","week","Cluster Number","Cluster Size","Location IDs included","Overlap with clusters","Coordinates / radius","Gini Cluster","Population","Number of cases","Expected cases","Annual cases / 100000","Observed / expected","Relative risk","Log likelihood ratio","P-value"
"348",2020-11-01,"5",1,"KingCounty","4","(1.31014e+006,789600) / 0","Yes","2252782","4580","5332.50","195.9","0.86","0.81","77.662978","< 0.00000000000000001"
"349",2020-11-08,"1",16,"GrantCounty, DouglasCounty, AdamsCounty, FranklinCounty, LincolnCounty, KittitasCounty, BentonCounty, ChelanCounty, YakimaCounty, WallaWallaCounty, WhitmanCounty, OkanoganCounty, ColumbiaCounty, FerryCounty, SpokaneCounty, GarfieldCounty","No Overlap","(1.90055e+006,684059) / 554781.39","Yes","1537446","6310","3480.75","395.5","1.81","2.28","1237.652283","< 0.00000000000000001"
"350",2020-11-08,"2",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","3, 5","(1.34135e+006,991759) / 271728.44","No","3560684","6043","8061.33","163.6","0.75","0.61","484.097841","< 0.00000000000000001"
"351",2020-11-08,"3",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","2","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","827","1906.73","94.6","0.43","0.41","426.055888","< 0.00000000000000001"
"352",2020-11-08,"4",1,"GraysHarborCounty","No Overlap","(812614,677769) / 0","Yes","75061","540","169.94","693.3","3.18","3.25","258.294074","< 0.00000000000000001"
"353",2020-11-08,"5",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","3941","5100.26","168.6","0.77","0.71","196.714972","< 0.00000000000000001"
"354",2020-11-08,"6",1,"ThurstonCounty","No Overlap","(1.05793e+006,590671) / 0","Yes","290536","355","657.77","117.8","0.54","0.53","86.575124","< 0.00000000000000001"
"355",2020-11-15,"1",16,"GrantCounty, DouglasCounty, AdamsCounty, FranklinCounty, LincolnCounty, KittitasCounty, BentonCounty, ChelanCounty, YakimaCounty, WallaWallaCounty, WhitmanCounty, OkanoganCounty, ColumbiaCounty, FerryCounty, SpokaneCounty, GarfieldCounty","No Overlap","(1.90055e+006,684059) / 554781.39","Yes","1537446","4567","2584.72","286.3","1.77","2.19","823.531124","< 0.00000000000000001"
"356",2020-11-15,"2",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","3, 4, 5","(884182,906149) / 441613.85","No","3168895","3904","5327.48","118.7","0.73","0.62","337.496075","< 0.00000000000000001"
"357",2020-11-15,"3",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","2","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","665","1415.89","76.1","0.47","0.44","272.564130","< 0.00000000000000001"
"358",2020-11-15,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","2985","3787.33","127.7","0.79","0.72","126.406663","< 0.00000000000000001"
"359",2020-11-15,"5",4,"WahkiakumCounty, PacificCounty, CowlitzCounty, ThurstonCounty","2","(899146,363108) / 277484.75","Yes","428088","458","719.69","103.1","0.64","0.62","57.511014","< 0.00000000000000001"
"360",2020-11-22,"1",1,"KingCounty","No Overlap","(1.31014e+006,789600) / 0","No","2252782","2","0.59","4.6","3.38","infinity","2.435880","0.299"
"361",2020-11-22,"2",22,"PendOreilleCounty, StevensCounty, FerryCounty, SpokaneCounty, LincolnCounty, OkanoganCounty, WhitmanCounty, AdamsCounty, DouglasCounty, GrantCounty, GarfieldCounty, ColumbiaCounty, FranklinCounty, ChelanCounty, AsotinCounty, WallaWallaCounty, KittitasCounty, BentonCounty, SnohomishCounty, SkagitCounty, WhatcomCounty, YakimaCounty","No Overlap","(2.4223e+006,1.18238e+006) / 1142672.00","No","2800010","0","0.74","0","0","0","0.916788","0.880"
"362",2020-11-29,"1",16,"FranklinCounty, WallaWallaCounty, AdamsCounty, BentonCounty, ColumbiaCounty, GrantCounty, GarfieldCounty, WhitmanCounty, LincolnCounty, AsotinCounty, YakimaCounty, DouglasCounty, KittitasCounty, KlickitatCounty, SpokaneCounty, ChelanCounty","2, 5","(2.04323e+006,442195) / 647248.69","No","1532583","5487","3379.18","345.0","1.62","1.93","727.076674","< 0.00000000000000001"
"363",2020-11-29,"2",4,"BentonCounty, FranklinCounty, WallaWallaCounty, YakimaCounty","1","(1.89069e+006,331893) / 319817.65","Yes","611245","2787","1347.73","439.4","2.07","2.28","654.869763","< 0.00000000000000001"
"364",2020-11-29,"3",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","4, 6","(884182,906149) / 441613.85","No","3168895","4954","6987.06","150.7","0.71","0.59","527.149963","< 0.00000000000000001"
"365",2020-11-29,"4",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","3","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","1013","1856.96","115.9","0.55","0.52","253.467988","< 0.00000000000000001"
"366",2020-11-29,"5",10,"FerryCounty, StevensCounty, OkanoganCounty, PendOreilleCounty, LincolnCounty, DouglasCounty, SpokaneCounty, GrantCounty, AdamsCounty, ChelanCounty","1","(2.12176e+006,1.14961e+006) / 557854.26","Yes","881399","2573","1943.39","281.3","1.32","1.38","106.017096","< 0.00000000000000001"
"367",2020-11-29,"6",4,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty","3","(815687,461225) / 274661.30","Yes","392556","561","865.54","137.7","0.65","0.64","64.166705","< 0.00000000000000001"
"368",2020-11-29,"7",3,"CowlitzCounty, LewisCounty, ClarkCounty","No Overlap","(1.08827e+006,321229) / 159195.12","Yes","679541","1649","1498.31","233.9","1.10","1.11","8.080305","0.011"
"369",2020-11-29,"8",1,"PierceCounty","No Overlap","(1.23248e+006,625805) / 0","Yes","904980","2156","1995.38","229.6","1.08","1.09","7.172794","0.024"
"370",2020-11-29,"9",1,"SnohomishCounty","No Overlap","(1.34135e+006,991759) / 0","No","822083","1741","1812.60","204.1","0.96","0.96","1.604121","0.996"
"371",2020-12-06,"1",12,"WallaWallaCounty, ColumbiaCounty, FranklinCounty, GarfieldCounty, BentonCounty, AdamsCounty, AsotinCounty, WhitmanCounty, GrantCounty, LincolnCounty, SpokaneCounty, YakimaCounty","No Overlap","(2.15193e+006,333394) / 576521.30","Yes","1341594","5911","3398.17","424.6","1.74","2.07","969.453822","< 0.00000000000000001"
"372",2020-12-06,"2",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","3, 4","(884182,906149) / 441613.85","No","3168895","5797","8026.59","176.3","0.72","0.60","550.573285","< 0.00000000000000001"
"373",2020-12-06,"3",10,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty, SkagitCounty, SnohomishCounty","2","(801611,1.03148e+006) / 541195.78","Yes","1867401","3444","4730.00","177.7","0.73","0.67","248.444953","< 0.00000000000000001"
"374",2020-12-06,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","4367","5706.14","186.8","0.77","0.70","235.063672","< 0.00000000000000001"
"375",2020-12-06,"5",1,"PierceCounty","No Overlap","(1.23248e+006,625805) / 0","No","904980","2440","2292.25","259.8","1.06","1.07","5.306517","0.143"
"376",2020-12-13,"1",12,"WallaWallaCounty, ColumbiaCounty, FranklinCounty, GarfieldCounty, BentonCounty, AdamsCounty, AsotinCounty, WhitmanCounty, GrantCounty, LincolnCounty, SpokaneCounty, YakimaCounty","No Overlap","(2.15193e+006,333394) / 576521.30","Yes","1341594","3984","2332.80","286.2","1.71","2.01","612.906514","< 0.00000000000000001"
"377",2020-12-13,"2",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","3, 4","(884182,906149) / 441613.85","No","3168895","3852","5510.17","117.1","0.70","0.58","445.465935","< 0.00000000000000001"
"378",2020-12-13,"3",10,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty, SkagitCounty, SnohomishCounty","2","(801611,1.03148e+006) / 541195.78","Yes","1867401","2224","3247.09","114.8","0.68","0.62","232.080651","< 0.00000000000000001"
"379",2020-12-13,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","2930","3917.20","125.3","0.75","0.68","186.912968","< 0.00000000000000001"
"380",2020-12-13,"5",2,"LewisCounty, CowlitzCounty","No Overlap","(1.1646e+006,459931) / 158317.88","Yes","191300","510","332.64","256.9","1.53","1.55","41.813583","0.00000000000000011"
"381",2020-12-13,"6",1,"PierceCounty","No Overlap","(1.23248e+006,625805) / 0","No","904980","1661","1573.61","176.9","1.06","1.06","2.711239","0.786"
"382",2020-12-20,"1",12,"WallaWallaCounty, ColumbiaCounty, FranklinCounty, GarfieldCounty, BentonCounty, AdamsCounty, AsotinCounty, WhitmanCounty, GrantCounty, LincolnCounty, SpokaneCounty, YakimaCounty","No Overlap","(2.15193e+006,333394) / 576521.30","Yes","1341594","3004","1826.81","215.8","1.64","1.91","402.037086","< 0.00000000000000001"
"383",2020-12-20,"2",5,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty, KitsapCounty","3, 4","(1.34135e+006,991759) / 271728.44","No","3560684","3615","4848.49","97.8","0.75","0.61","300.767912","< 0.00000000000000001"
"384",2020-12-20,"3",10,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty, SkagitCounty, SnohomishCounty","2, 6","(801611,1.03148e+006) / 541195.78","Yes","1867401","1801","2542.79","92.9","0.71","0.65","154.683342","< 0.00000000000000001"
"385",2020-12-20,"4",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","2383","3067.55","101.9","0.78","0.71","113.930299","< 0.00000000000000001"
"386",2020-12-20,"5",2,"LewisCounty, CowlitzCounty","No Overlap","(1.1646e+006,459931) / 158317.88","Yes","191300","405","260.49","204.0","1.55","1.58","35.264587","0.00000000000014"
"387",2020-12-20,"6",1,"ThurstonCounty","3","(1.05793e+006,590671) / 0","No","290536","326","395.62","108.1","0.82","0.82","6.762053","0.037"
"388",2020-12-27,"1",12,"WallaWallaCounty, ColumbiaCounty, FranklinCounty, GarfieldCounty, BentonCounty, AdamsCounty, AsotinCounty, WhitmanCounty, GrantCounty, LincolnCounty, SpokaneCounty, YakimaCounty","3, 4, 5","(2.15193e+006,333394) / 576521.30","No","1341594","2592","1524.49","186.2","1.70","2.00","392.496692","< 0.00000000000000001"
"389",2020-12-27,"2",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","6, 9","(884182,906149) / 441613.85","No","3168895","2523","3600.90","76.7","0.70","0.58","287.964206","< 0.00000000000000001"
"390",2020-12-27,"3",1,"YakimaCounty","1","(1.58048e+006,409697) / 0","Yes","250873","705","285.07","270.8","2.47","2.60","229.133681","< 0.00000000000000001"
"391",2020-12-27,"4",6,"FranklinCounty, WallaWallaCounty, AdamsCounty, BentonCounty, ColumbiaCounty, GrantCounty","1","(2.04323e+006,442195) / 280811.89","Yes","482073","889","547.79","177.7","1.62","1.69","96.532128","< 0.00000000000000001"
"392",2020-12-27,"5",1,"SpokaneCounty","1","(2.40375e+006,848913) / 0","Yes","522798","912","594.07","168.1","1.54","1.60","79.348303","< 0.00000000000000001"
"393",2020-12-27,"6",3,"IslandCounty, SanJuanCounty, KitsapCounty","2","(1.13394e+006,1.03858e+006) / 191713.97","Yes","374196","203","425.21","52.3","0.48","0.46","75.089648","< 0.00000000000000001"
"394",2020-12-27,"7",2,"CowlitzCounty, LewisCounty","No Overlap","(1.08827e+006,321229) / 158317.88","Yes","191300","395","217.38","199.0","1.82","1.86","60.173286","< 0.00000000000000001"
"395",2020-12-27,"8",1,"WhatcomCounty","No Overlap","(1.30964e+006,1.27888e+006) / 0","Yes","229247","387","260.50","162.7","1.49","1.51","27.641592","0.00000000021"
"396",2020-12-27,"9",1,"ThurstonCounty","2","(1.05793e+006,590671) / 0","Yes","290536","232","330.14","77.0","0.70","0.69","16.872630","0.0000038"
"397",2020-12-27,"10",1,"OkanoganCounty","No Overlap","(1.82458e+006,1.17369e+006) / 0","Yes","42243","20","48.00","45.6","0.42","0.42","10.537195","0.0012"
"398",2020-12-27,"11",2,"SkamaniaCounty, ClarkCounty","No Overlap","(1.28088e+006,254383) / 169418.69","Yes","500324","654","568.53","126.0","1.15","1.16","6.578060","0.044"
"399",2020-12-27,"12",1,"ChelanCounty","No Overlap","(1.61141e+006,924343) / 0","No","77200","113","87.72","141.1","1.29","1.29","3.371957","0.570"
"400",2021-01-03,"1",4,"BentonCounty, FranklinCounty, WallaWallaCounty, YakimaCounty","No Overlap","(1.89069e+006,331893) / 319817.65","Yes","611245","114","35.24","18.0","3.24","4.02","63.318290","< 0.00000000000000001"
"401",2021-01-03,"2",9,"JeffersonCounty, ClallamCounty, MasonCounty, KitsapCounty, GraysHarborCounty, IslandCounty, SanJuanCounty, ThurstonCounty, KingCounty","3, 4","(884182,906149) / 441613.85","No","3168895","85","182.69","2.6","0.47","0.34","49.270631","< 0.00000000000000001"
"402",2021-01-03,"3",1,"KingCounty","2","(1.31014e+006,789600) / 0","Yes","2252782","68","129.87","2.9","0.52","0.44","23.689749","0.0000000037"
"403",2021-01-03,"4",8,"ClallamCounty, JeffersonCounty, SanJuanCounty, IslandCounty, MasonCounty, GraysHarborCounty, KitsapCounty, ThurstonCounty","2","(801611,1.03148e+006) / 509912.75","Yes","916113","17","52.81","1.8","0.32","0.29","18.155070","0.00000069"
"404",2021-01-03,"5",1,"ChelanCounty","6","(1.61141e+006,924343) / 0","No","77200","12","4.45","15.0","2.70","2.74","4.418983","0.299"
"405",2021-01-03,"6",4,"OkanoganCounty, DouglasCounty, FerryCounty, ChelanCounty","5","(1.82458e+006,1.17369e+006) / 328046.60","No","170499","17","9.83","9.6","1.73","1.76","2.202918","0.921"
"406",2021-01-03,"7",3,"CowlitzCounty, LewisCounty, ClarkCounty","No Overlap","(1.08827e+006,321229) / 159195.12","No","679541","52","39.18","7.4","1.33","1.37","2.109343","0.933"
"407",2021-01-10,"1",1,"KingCounty","No Overlap","(1.31014e+006,789600) / 0","Yes","2252782","30","10.35","60.8","2.90","14.28","23.937871","0.00000000099"
"408",2021-01-10,"2",13,"KlickitatCounty, YakimaCounty, SkamaniaCounty, BentonCounty, ClarkCounty, KittitasCounty, LewisCounty, CowlitzCounty, FranklinCounty, PierceCounty, GrantCounty, WallaWallaCounty, ThurstonCounty","3, 4","(1.56668e+006,197511) / 642959.81","No","2666478","2","12.26","3.4","0.16","0.11","8.656831","0.0033"
"409",2021-01-10,"3",21,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty, BentonCounty, LincolnCounty, GrantCounty, StevensCounty, DouglasCounty, PendOreilleCounty, FerryCounty, YakimaCounty, KlickitatCounty, KittitasCounty, ChelanCounty, OkanoganCounty, SkamaniaCounty","2","(2.47512e+006,330453) / 1196663.09","Yes","1653983","0","7.60","0","0","0","8.570897","0.0036"
"410",2021-01-10,"4",8,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty, CowlitzCounty, MasonCounty, LewisCounty, ClarkCounty","2","(815687,461225) / 432600.92","No","1138865","0","5.23","0","0","0","5.669950","0.068"
"411",2021-01-10,"5",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","No Overlap","(1.04005e+006,1.18764e+006) / 346597.00","No","842200","0","3.87","0","0","0","4.102250","0.247"
"412",2021-01-17,"1",3,"SnohomishCounty, SkagitCounty, KingCounty","2, 6, 7","(1.34135e+006,991759) / 204553.00","No","3204070","218","100.56","355.0","2.17","14.29","129.066168","< 0.00000000000000001"
"413",2021-01-17,"2",1,"KingCounty","1","(1.31014e+006,789600) / 0","Yes","2252782","156","70.71","361.3","2.21","4.47","64.777265","< 0.00000000000000001"
"414",2021-01-17,"3",13,"KlickitatCounty, YakimaCounty, SkamaniaCounty, BentonCounty, ClarkCounty, KittitasCounty, LewisCounty, CowlitzCounty, FranklinCounty, PierceCounty, GrantCounty, WallaWallaCounty, ThurstonCounty","4, 5","(1.56668e+006,197511) / 642959.81","No","2666478","18","83.69","35.2","0.22","0.15","50.293647","< 0.00000000000000001"
"415",2021-01-17,"4",17,"AsotinCounty, GarfieldCounty, ColumbiaCounty, WhitmanCounty, WallaWallaCounty, FranklinCounty, AdamsCounty, SpokaneCounty, BentonCounty, LincolnCounty, GrantCounty, StevensCounty, DouglasCounty, PendOreilleCounty, FerryCounty, YakimaCounty, KlickitatCounty","3","(2.47512e+006,330453) / 918119.46","Yes","1474522","1","46.28","3.5","0.022","0.017","46.389947","< 0.00000000000000001"
"416",2021-01-17,"5",9,"WahkiakumCounty, PacificCounty, CowlitzCounty, ThurstonCounty, LewisCounty, ClarkCounty, GraysHarborCounty, MasonCounty, SkamaniaCounty","3","(899146,363108) / 396914.36","Yes","1150948","1","36.12","4.5","0.028","0.024","34.415289","0.000000000000078"
"417",2021-01-17,"6",1,"SnohomishCounty","1","(1.34135e+006,991759) / 0","Yes","822083","61","25.80","387.2","2.36","2.83","20.368140","0.000000061"
"418",2021-01-17,"7",7,"SanJuanCounty, IslandCounty, WhatcomCounty, ClallamCounty, SkagitCounty, JeffersonCounty, KitsapCounty","1, 8","(1.04005e+006,1.18764e+006) / 346597.00","Yes","842200","4","26.43","24.8","0.15","0.14","16.024038","0.0000041"
"419",2021-01-17,"8",3,"IslandCounty, SanJuanCounty, KitsapCounty","7","(1.13394e+006,1.03858e+006) / 191713.97","No","374196","1","11.74","13.9","0.085","0.081","8.531167","0.0057"
"420",2021-01-24,"1",4,"SnohomishCounty, SkagitCounty, KingCounty, IslandCounty","3, 5","(1.34135e+006,991759) / 212626.68","No","3289211","782","395.23","1240.5","1.98","7.73","352.343951","< 0.00000000000000001"
"421",2021-01-24,"2",13,"KlickitatCounty, YakimaCounty, SkamaniaCounty, BentonCounty, ClarkCounty, KittitasCounty, LewisCounty, CowlitzCounty, FranklinCounty, PierceCounty, GrantCounty, WallaWallaCounty, ThurstonCounty","4, 6","(1.56668e+006,197511) / 642959.81","No","2666478","91","320.40","178.1","0.28","0.20","154.315645","< 0.00000000000000001"
"422",2021-01-24,"3",1,"KingCounty","1","(1.31014e+006,789600) / 0","Yes","2252782","506","270.69","1172.0","1.87","2.94","130.655204","< 0.00000000000000001"
"423",2021-01-24,"4",11,"ClarkCounty, CowlitzCounty, SkamaniaCounty, LewisCounty, WahkiakumCounty, ThurstonCounty, PacificCounty, KlickitatCounty, PierceCounty, YakimaCounty, MasonCounty","2","(1.13459e+006,168921) / 599449.66","Yes","2254165","73","270.86","169.0","0.27","0.21","129.826790","< 0.00000000000000001"
"424",2021-01-24,"5",1,"SnohomishCounty","1","(1.34135e+006,991759) / 0","Yes","822083","245","98.78","1555.0","2.48","3.02","90.285300","< 0.00000000000000001"
"425",2021-01-24,"6",18,"PendOreilleCounty, StevensCounty, FerryCounty, SpokaneCounty, LincolnCounty, OkanoganCounty, WhitmanCounty, AdamsCounty, DouglasCounty, GrantCounty, GarfieldCounty, ColumbiaCounty, FranklinCounty, ChelanCounty, AsotinCounty, WallaWallaCounty, KittitasCounty, BentonCounty","2","(2.4223e+006,1.18238e+006) / 1002965.41","Yes","1368602","33","164.45","125.8","0.20","0.17","89.341209","< 0.00000000000000001"
"426",2021-01-31,"1",6,"SkagitCounty, WhatcomCounty, SnohomishCounty, IslandCounty, SanJuanCounty, KingCounty","4, 5","(1.32441e+006,1.15149e+006) / 362166.92","No","3536040","1376","836.77","2030.4","1.64","3.73","335.962524","< 0.00000000000000001"
"427",2021-01-31,"2",13,"PacificCounty, WahkiakumCounty, GraysHarborCounty, ThurstonCounty, CowlitzCounty, MasonCounty, LewisCounty, ClarkCounty, PierceCounty, JeffersonCounty, KitsapCounty, SkamaniaCounty, ClallamCounty","3","(815687,461225) / 570426.80","No","2436953","251","576.68","537.4","0.44","0.34","156.780464","< 0.00000000000000001"
"428",2021-01-31,"3",9,"WahkiakumCounty, PacificCounty, CowlitzCounty, ThurstonCounty, LewisCounty, ClarkCounty, GraysHarborCounty, MasonCounty, SkamaniaCounty","2","(899146,363108) / 396914.36","Yes","1150948","61","272.36","276.5","0.22","0.20","134.063461","< 0.00000000000000001"
"429",2021-01-31,"4",1,"SnohomishCounty","1","(1.34135e+006,991759) / 0","Yes","822083","427","194.54","2710.2","2.19","2.57","120.908644","< 0.00000000000000001"
"430",2021-01-31,"5",1,"KingCounty","1","(1.31014e+006,789600) / 0","Yes","2252782","813","533.10","1883.0","1.53","1.96","96.632608","< 0.00000000000000001"
"431",2021-01-31,"6",19,"AdamsCounty, FranklinCounty, LincolnCounty, GrantCounty, WhitmanCounty, WallaWallaCounty, ColumbiaCounty, GarfieldCounty, BentonCounty, SpokaneCounty, DouglasCounty, AsotinCounty, KittitasCounty, FerryCounty, StevensCounty, YakimaCounty, ChelanCounty, OkanoganCounty, PendOreilleCounty","No Overlap","(2.12431e+006,607716) / 647333.59","Yes","1619475","171","383.24","550.9","0.45","0.39","89.377716","< 0.00000000000000001"
